strike,Call Price,Call IV,Call Volume,Put Price,Put IV,Put Volume,Straddle Cost (1SD),Call Delta,Call Gamma,Call Vega,Call Theta,Call Charm,Put Delta,Put Gamma,Put Vega,Put Theta,Put Charm,Time
574.0,0.49,0.026254854736328125,235388.0,0.64,0.06165489135742189,471730.0,1.13,0.6891,0.4476,10.6189,-0.1935,0.0001,-0.4163,0.2105,11.7276,-0.3287,0.0006,2025-03-25 15:23:23
575.0,0.17,0.035532105712890616,540723.0,1.25,0.07496042236328126,492727.0,1.42,0.284,0.3173,10.1884,-0.2033,0.0002,-0.6061,0.1707,11.5659,-0.3856,0.0008,2025-03-25 15:23:23
576.0,0.04,0.04102521484375,466430.0,2.14,0.09473561523437501,179071.0,2.18,0.0962,0.1383,5.1281,-0.1128,0.0001,-0.7131,0.1196,10.238,-0.4286,0.0009,2025-03-25 15:23:23
577.0,0.02,0.05274384765625,277512.0,3.27,0.13477427734375003,31550.0,3.29,0.0503,0.0654,3.1167,-0.0861,0.0001,-0.7387,0.0803,9.7749,-0.6001,0.0012,2025-03-25 15:23:23
578.0,0.01,0.063485927734375,202389.0,4.25,0.141610146484375,10342.0,4.26,0.0298,0.0354,2.0314,-0.0668,0.0001,-0.8001,0.0658,8.4141,-0.5323,0.0011,2025-03-25 15:23:23
579.0,0.01,0.07032179687500001,85085.0,5.07,0.17701018310546873,2983.0,5.08,0.015,0.0179,1.1373,-0.0412,0.0001,-0.8047,0.0519,8.2966,-0.6703,0.0014,2025-03-25 15:23:23
580.0,0.01,0.08204042968750001,94506.0,5.65,0.187508125,3658.0,5.66,0.0119,0.0125,0.9291,-0.039,0.0001,-0.8378,0.0435,7.3783,-0.625,0.0013,2025-03-25 15:23:23
581.0,0.01,0.09571216796875001,31695.0,6.22,0.2268143725585937,581.0,6.2299999999999995,0.0112,0.0103,0.8876,-0.0434,0.0001,-0.831,0.037,7.5788,-0.7931,0.0016,2025-03-25 15:23:23
582.0,0.01,0.10743080078125,9217.0,7.68,0.27735097656249996,286.0,7.6899999999999995,0.0097,0.008,0.7793,-0.0426,0.0001,-0.8158,0.0319,8.0021,-1.0444,0.002,2025-03-25 15:23:23
583.0,0.01,0.11914943359374999,8111.0,9.0,0.2876047802734374,308.0,9.01,0.0086,0.0065,0.7012,-0.0424,0.0001,-0.8367,0.0285,7.4122,-0.9988,0.002,2025-03-25 15:23:23
584.0,0.01,0.132821171875,6377.0,9.82,0.3073799731445312,208.0,9.83,0.0086,0.0058,0.7003,-0.0472,0.0001,-0.8469,0.0256,7.1038,-1.0237,0.002,2025-03-25 15:23:23
585.0,0.01,0.1445398046875,5342.0,10.0,0.42578699218750005,94.0,10.01,0.0079,0.005,0.6481,-0.0475,0.0001,-0.7911,0.0224,8.637,-1.7749,0.0033,2025-03-25 15:23:23
586.0,0.01,0.1562584375,1241.0,11.49,0.37036762451171873,48.0,11.5,0.0073,0.0043,0.6068,-0.048,0.0001,-0.8468,0.0212,7.1089,-1.2481,0.0024,2025-03-25 15:23:23
587.0,0.01,0.16797707031250003,90.0,12.5,0.48730981445312505,64.0,12.51,0.0068,0.0038,0.5737,-0.0487,0.0001,-0.7992,0.0192,8.4364,-1.9907,0.0037,2025-03-25 15:23:23
588.0,0.01,0.179695703125,149.0,13.93,0.4458063232421875,24.0,13.94,0.0065,0.0034,0.5465,-0.0496,0.0001,-0.8394,0.0182,7.3319,-1.5662,0.003,2025-03-25 15:23:23
589.0,0.01,0.187508125,24.0,14.69,0.46655806884765627,2.0,14.7,0.0053,0.0027,0.4591,-0.0435,0.0001,-0.8453,0.017,7.1544,-1.6003,0.003,2025-03-25 15:23:23
590.0,0.01,0.1992267578125,32.0,16.0,0.5454147021484376,10.0,16.01,0.0051,0.0025,0.4454,-0.0448,0.0001,-0.8225,0.0159,7.8179,-2.0649,0.0038,2025-03-25 15:23:23
593.0,0.01,0.23438265625,3.0,30.87,0.6079140771484376,8.0,30.880000000000003,0.0048,0.002,0.4157,-0.0491,0.0001,-0.838,0.0134,7.3739,-2.1727,0.004,2025-03-25 15:23:23
595.0,0.01,0.257819921875,1.0,20.8,0.6630893066406252,7.0,20.810000000000002,0.0046,0.0017,0.4023,-0.0522,0.0001,-0.841,0.0122,7.2853,-2.3462,0.0043,2025-03-25 15:23:23
610.0,0.01,0.414068359375,10.0,36.4,0.795900478515625,29.0,36.41,0.0028,0.0007,0.2626,-0.0546,0.0001,-0.9226,0.0061,4.3566,-1.6561,0.0031,2025-03-25 15:23:23
620.0,0.02,0.51562984375,,45.3,0.9072274902343749,1.0,45.32,0.0024,0.0005,0.2264,-0.0586,0.0001,-0.9436,0.0042,3.4127,-1.4675,0.0028,2025-03-25 15:23:23
400.0,174.03,3.544923012695312,3.0,0.01,2.0625048437499998,2.0,174.04,0.9795,0.0005,1.4864,-2.6877,0.0045,-0.0003,0.0,0.0362,-0.0373,0.0001,2025-03-25 15:23:41
500.0,66.3,1.5771505517578124,,0.01,0.8437515624999999,104.0,66.31,0.9575,0.0019,2.7189,-2.2091,0.0036,-0.0008,0.0001,0.08,-0.0337,0.0001,2025-03-25 15:23:41
505.0,53.56,1.18359783203125,,0.01,0.7812521875,228.0,53.57,0.9826,0.0012,1.2917,-0.8322,0.0012,-0.0008,0.0001,0.0784,-0.0306,0.0001,2025-03-25 15:23:41
510.0,64.89,1.4116240356445315,2.0,0.01,0.7187528125,5.0,64.9,0.9503,0.0024,3.0861,-2.244,0.0037,-0.0007,0.0001,0.0758,-0.0272,0.0,2025-03-25 15:23:41
525.0,37.49,1.1103560107421875,1.0,0.01,0.5625043750000001,109.0,37.5,0.9427,0.0034,3.4527,-1.9842,0.0032,-0.0011,0.0002,0.1069,-0.03,0.0001,2025-03-25 15:23:41
530.0,43.51,0.9799806689453125,2.0,0.01,0.500005,539.0,43.519999999999996,0.9448,0.0038,3.3561,-1.7126,0.0027,-0.001,0.0002,0.101,-0.0252,0.0,2025-03-25 15:23:41
535.0,39.26,0.6367223828125,19.0,0.01,0.48438015625,817.0,39.269999999999996,0.9843,0.0021,1.1843,-0.449,0.0005,-0.0024,0.0005,0.2253,-0.0544,0.0001,2025-03-25 15:23:41
538.0,31.03,0.622074091796875,10.0,0.02,0.445318046875,10851.0,31.05,0.9788,0.0027,1.5279,-0.5472,0.0007,-0.0024,0.0006,0.222,-0.0492,0.0001,2025-03-25 15:23:41
539.0,37.01,0.6074258007812501,186.0,0.01,0.437505625,94.0,37.019999999999996,0.9783,0.0028,1.5598,-0.5458,0.0007,-0.0026,0.0006,0.2422,-0.0528,0.0001,2025-03-25 15:23:41
540.0,35.53,1.0000000000000003e-05,14.0,0.01,0.42188078125,28.0,35.54,1.0,0.0,0.0,-0.074,-0.0001,-0.0025,0.0006,0.2299,-0.0483,0.0001,2025-03-25 15:23:41
541.0,31.6,0.5888712988281251,1.0,0.01,0.414068359375,431.0,31.610000000000003,0.9751,0.0033,1.7491,-0.5871,0.0008,-0.0027,0.0007,0.2519,-0.0519,0.0001,2025-03-25 15:23:41
542.0,28.5,0.7875997802734375,1.0,0.01,0.398443515625,8.0,28.51,0.9239,0.006,4.3053,-1.7636,0.0028,-0.0026,0.0007,0.2385,-0.0473,0.0001,2025-03-25 15:23:41
543.0,19.17,0.7709983837890625,22.0,0.01,0.39063109375,527.0,19.180000000000003,0.9216,0.0063,4.4029,-1.7654,0.0028,-0.0028,0.0007,0.2626,-0.0511,0.0001,2025-03-25 15:23:41
544.0,30.04,0.72851833984375,5.0,0.01,0.37500625,420.0,30.05,0.9262,0.0064,4.2056,-1.6005,0.0025,-0.0027,0.0007,0.248,-0.0463,0.0001,2025-03-25 15:23:41
545.0,28.15,1.0000000000000003e-05,1.0,0.01,0.367193828125,22.0,28.16,1.0,0.0,0.0,-0.0746,-0.0001,-0.003,0.0008,0.2745,-0.0502,0.0001,2025-03-25 15:23:41
546.0,16.29,0.5351608984375,5.0,0.01,0.35156898437499995,684.0,16.3,0.9662,0.0047,2.2566,-0.6759,0.0009,-0.0028,0.0008,0.2585,-0.0452,0.0001,2025-03-25 15:23:41
547.0,24.77,0.5009815527343751,1.0,0.01,0.3437565625,1.0,24.78,0.97,0.0045,2.0451,-0.5848,0.0008,-0.0032,0.0009,0.2879,-0.0492,0.0001,2025-03-25 15:23:41
548.0,26.6,0.481450498046875,1.0,0.01,0.32813171874999997,1.0,26.610000000000003,0.9702,0.0047,2.0344,-0.5624,0.0007,-0.0029,0.0009,0.2704,-0.0441,0.0001,2025-03-25 15:23:41
549.0,23.66,0.6088906298828126,2.0,0.01,0.32031929687499994,35.0,23.67,0.9248,0.0077,4.2637,-1.3673,0.0021,-0.0033,0.001,0.3033,-0.0483,0.0001,2025-03-25 15:23:41
550.0,24.74,0.63867548828125,1.0,0.01,0.3086006640625,186.0,24.75,0.9063,0.0087,5.0305,-1.6743,0.0027,-0.0034,0.0011,0.3119,-0.0478,0.0001,2025-03-25 15:23:41
551.0,22.28,0.6186561572265626,3.0,0.01,0.29688203124999996,16.0,22.290000000000003,0.9038,0.0092,5.1271,-1.6537,0.0026,-0.0036,0.0012,0.3211,-0.0474,0.0001,2025-03-25 15:23:41
552.0,23.0,0.32227240234374993,10.0,0.01,0.28516339843749994,51.0,23.01,0.9912,0.0025,0.7188,-0.1907,0.0001,-0.0037,0.0013,0.3312,-0.0469,0.0001,2025-03-25 15:23:41
553.0,20.96,0.5556685058593751,4.0,0.01,0.273444765625,55.0,20.970000000000002,0.9072,0.0099,4.9959,-1.4564,0.0023,-0.0038,0.0014,0.3423,-0.0465,0.0001,2025-03-25 15:23:41
554.0,21.33,0.38672488281249995,8.0,0.01,0.2617261328125,12.0,21.34,0.9642,0.0068,2.3667,-0.5307,0.0007,-0.004,0.0015,0.3544,-0.0461,0.0001,2025-03-25 15:23:41
555.0,20.8,1.0000000000000003e-05,53.0,0.01,0.2500075,786.0,20.810000000000002,1.0,0.0,0.0,-0.076,-0.0001,-0.0041,0.0016,0.3678,-0.0457,0.0001,2025-03-25 15:23:41
556.0,18.79,1.0000000000000003e-05,14.0,0.01,0.23828886718749998,115.0,18.8,1.0,0.0,0.0,-0.0762,-0.0001,-0.0043,0.0018,0.3828,-0.0453,0.0001,2025-03-25 15:23:41
557.0,17.47,1.0000000000000003e-05,8.0,0.01,0.22657023437499998,554.0,17.48,1.0,0.0,0.0,-0.0763,-0.0001,-0.0045,0.002,0.3996,-0.0449,0.0001,2025-03-25 15:23:41
558.0,16.36,1.0000000000000003e-05,125.0,0.01,0.2148516015625,380.0,16.37,1.0,0.0,0.0,-0.0764,-0.0001,-0.0048,0.0022,0.4185,-0.0446,0.0001,2025-03-25 15:23:41
559.0,15.33,1.0000000000000003e-05,90.0,0.01,0.20313296874999998,8622.0,15.34,1.0,0.0,0.0,-0.0766,-0.0001,-0.0051,0.0024,0.4402,-0.0443,0.0001,2025-03-25 15:23:41
560.0,14.32,1.0000000000000003e-05,88.0,0.01,0.1914143359375,6132.0,14.33,1.0,0.0,0.0,-0.0767,-0.0001,-0.0054,0.0027,0.4653,-0.0441,0.0001,2025-03-25 15:23:41
561.0,13.17,1.0000000000000003e-05,22.0,0.01,0.179695703125,3586.0,13.18,1.0,0.0,0.0,-0.0768,-0.0001,-0.0058,0.003,0.4946,-0.044,0.0001,2025-03-25 15:23:41
562.0,12.16,1.0000000000000003e-05,407.0,0.01,0.16797707031250003,6963.0,12.17,1.0,0.0,0.0,-0.077,-0.0001,-0.0062,0.0035,0.5294,-0.044,0.0001,2025-03-25 15:23:41
563.0,11.08,1.0000000000000003e-05,142.0,0.01,0.1562584375,11469.0,11.09,1.0,0.0,0.0,-0.0771,-0.0001,-0.0068,0.004,0.5712,-0.0441,0.0001,2025-03-25 15:23:41
564.0,10.0,1.0000000000000003e-05,756.0,0.01,0.14258669921875,12536.0,10.01,1.0,0.0,0.0,-0.0772,-0.0001,-0.0068,0.0045,0.5739,-0.0404,0.0001,2025-03-25 15:23:41
565.0,9.28,1.0000000000000003e-05,313.0,0.01,0.1289149609375,49366.0,9.29,1.0,0.0,0.0,-0.0774,-0.0001,-0.0069,0.0049,0.5765,-0.0366,0.0001,2025-03-25 15:23:41
566.0,8.31,1.0000000000000003e-05,381.0,0.01,0.1289149609375,36283.0,8.32,1.0,0.0,0.0,-0.0775,-0.0001,-0.0138,0.0091,1.0624,-0.0674,0.0001,2025-03-25 15:23:41
567.0,7.01,1.0000000000000003e-05,452.0,0.02,0.11524322265625,22367.0,7.029999999999999,1.0,0.0,0.0,-0.0777,-0.0001,-0.015,0.0109,1.1398,-0.0645,0.0001,2025-03-25 15:23:41
568.0,6.2,1.0000000000000003e-05,1471.0,0.01,0.10157148437499999,31807.0,6.21,1.0,0.0,0.0,-0.0778,-0.0001,-0.0166,0.0135,1.2427,-0.0618,0.0001,2025-03-25 15:23:41
569.0,5.04,1.0000000000000003e-05,2021.0,0.02,0.08789974609375001,47498.0,5.06,1.0,0.0,0.0,-0.0779,-0.0001,-0.0189,0.0174,1.386,-0.0594,0.0001,2025-03-25 15:23:41
570.0,3.89,1.0000000000000003e-05,5623.0,0.03,0.07911077148437501,129274.0,3.92,1.0,0.0,0.0,-0.0781,-0.0001,-0.0298,0.0284,2.0342,-0.0781,0.0001,2025-03-25 15:23:41
571.0,2.86,1.0000000000000003e-05,4423.0,0.05,0.07373973144531251,157368.0,2.9099999999999997,1.0,0.0,0.0,-0.0782,-0.0001,-0.0586,0.0528,3.5161,-0.125,0.0002,2025-03-25 15:23:41
572.0,2.1,1.0000000000000003e-05,13551.0,0.1,0.0639742041015625,172673.0,2.2,1.0,0.0,0.0,-0.0783,-0.0001,-0.0998,0.0911,5.2693,-0.1607,0.0003,2025-03-25 15:23:41
573.0,1.18,1.0000000000000003e-05,47598.0,0.22,0.057748680419921886,246824.0,1.4,1.0,0.0,0.0,-0.0785,-0.0001,-0.1997,0.1611,8.4097,-0.2271,0.0004,2025-03-25 15:23:41
574.0,0.53,0.026132785644531246,235697.0,0.52,0.05787074951171876,472296.0,1.05,0.7206,0.428,10.1096,-0.1887,0.0,-0.3954,0.2214,11.5795,-0.3039,0.0006,2025-03-25 15:23:41
575.0,0.17,0.034921760253906246,541060.0,1.17,0.07032179687500001,493090.0,1.3399999999999999,0.3035,0.3329,10.5079,-0.2073,0.0002,-0.6003,0.1827,11.6131,-0.3609,0.0008,2025-03-25 15:23:41
576.0,0.05,0.040048662109374994,467286.0,2.14,0.09888596435546876,179071.0,2.19,0.1008,0.1466,5.3059,-0.1142,0.0001,-0.6968,0.1175,10.5039,-0.4642,0.001,2025-03-25 15:23:41
577.0,0.02,0.051767294921875,277512.0,3.27,0.13916876464843753,31550.0,3.29,0.0518,0.0682,3.1891,-0.0866,0.0001,-0.7265,0.0795,10.0043,-0.6385,0.0013,2025-03-25 15:23:41
578.0,0.01,0.062509375,202491.0,4.25,0.14722532470703126,10342.0,4.26,0.0303,0.0365,2.0615,-0.0668,0.0001,-0.7863,0.0658,8.7536,-0.5819,0.0012,2025-03-25 15:23:41
579.0,0.01,0.06836869140625002,85085.0,5.07,0.18262536132812499,2983.0,5.08,0.014,0.0173,1.0698,-0.0377,0.0001,-0.7936,0.052,8.5767,-0.72,0.0015,2025-03-25 15:23:41
580.0,0.01,0.08204042968750001,94506.0,5.65,0.194343994140625,3658.0,5.66,0.0128,0.0134,0.9904,-0.0416,0.0001,-0.826,0.044,7.7206,-0.6844,0.0014,2025-03-25 15:23:41
581.0,0.01,0.0937590625,31695.0,6.22,0.233406103515625,581.0,6.2299999999999995,0.0106,0.0099,0.8425,-0.0403,0.0001,-0.8214,0.0372,7.8505,-0.8506,0.0017,2025-03-25 15:23:41
582.0,0.01,0.1054776953125,9217.0,7.68,0.2834544311523437,286.0,7.6899999999999995,0.0091,0.0078,0.7413,-0.0398,0.0001,-0.8083,0.032,8.2032,-1.0979,0.0021,2025-03-25 15:23:41
583.0,0.01,0.11914943359374999,8111.0,9.0,0.26807372558593745,308.0,9.01,0.0091,0.0068,0.7346,-0.0445,0.0001,-0.8519,0.0287,6.9489,-0.8631,0.0017,2025-03-25 15:23:41
584.0,0.01,0.13086806640624998,6377.0,9.82,0.3103096313476562,208.0,9.83,0.0082,0.0057,0.6711,-0.0446,0.0001,-0.8428,0.0258,7.2306,-1.0541,0.0021,2025-03-25 15:23:41
585.0,0.01,0.14258669921875,5342.0,10.0,0.43115803222656257,94.0,10.01,0.0075,0.0048,0.6222,-0.0449,0.0001,-0.7865,0.0224,8.748,-1.8224,0.0034,2025-03-25 15:23:41
586.0,0.01,0.15430533203125002,1241.0,11.49,0.37744763183593744,48.0,11.5,0.007,0.0042,0.5837,-0.0456,0.0001,-0.8406,0.0214,7.2968,-1.3092,0.0025,2025-03-25 15:23:41
587.0,0.01,0.16407085937500002,90.0,12.5,0.4929249926757813,64.0,12.51,0.006,0.0035,0.5133,-0.0426,0.0001,-0.7951,0.0192,8.5403,-2.0403,0.0038,2025-03-25 15:23:41
588.0,0.01,0.1757894921875,149.0,13.93,0.45264219238281256,24.0,13.94,0.0057,0.0031,0.4917,-0.0437,0.0001,-0.8344,0.0183,7.4817,-1.6256,0.0031,2025-03-25 15:23:41
589.0,0.01,0.187508125,24.0,14.69,0.47363807617187503,2.0,14.7,0.0055,0.0028,0.4739,-0.0449,0.0001,-0.8404,0.0171,7.3042,-1.6615,0.0031,2025-03-25 15:23:41
590.0,0.01,0.1992267578125,32.0,16.0,0.551762294921875,10.0,16.01,0.0053,0.0025,0.459,-0.0461,0.0001,-0.8186,0.0159,7.9286,-2.1206,0.0039,2025-03-25 15:23:41
593.0,0.01,0.23438265625,3.0,30.87,0.6147499462890625,8.0,30.880000000000003,0.0049,0.002,0.4265,-0.0504,0.0001,-0.8343,0.0135,7.4847,-2.2322,0.0041,2025-03-25 15:23:41
595.0,0.01,0.25391371093750004,1.0,20.8,0.6701693139648439,7.0,20.810000000000002,0.0042,0.0016,0.3708,-0.0474,0.0001,-0.8374,0.0122,7.3909,-2.4076,0.0044,2025-03-25 15:23:41
610.0,0.01,0.414068359375,10.0,36.4,0.8085956640624999,29.0,36.41,0.0029,0.0007,0.2667,-0.0554,0.0001,-0.9188,0.0062,4.5191,-1.7498,0.0033,2025-03-25 15:23:41
620.0,0.02,0.507817421875,,45.3,0.9233406103515626,1.0,45.32,0.0021,0.0004,0.2026,-0.0516,0.0001,-0.94,0.0043,3.5835,-1.5741,0.003,2025-03-25 15:23:41
400.0,174.03,3.4335951660156248,3.0,0.01,2.0625048437499998,2.0,174.04,0.9823,0.0004,1.31,-2.3024,0.0038,-0.0003,0.0,0.0361,-0.0372,0.0001,2025-03-25 15:25:25
500.0,66.3,1.2646521142578124,,0.01,0.8437515624999999,104.0,66.31,0.9835,0.0011,1.236,-0.8487,0.0012,-0.0008,0.0001,0.0794,-0.0334,0.0001,2025-03-25 15:25:25
505.0,53.56,1.201175869140625,,0.01,0.7812521875,228.0,53.57,0.9814,0.0013,1.3705,-0.8908,0.0013,-0.0008,0.0001,0.0777,-0.0303,0.0001,2025-03-25 15:25:25
510.0,64.89,1.3867218164062498,2.0,0.01,0.7187528125,5.0,64.9,0.9533,0.0023,2.9371,-2.1025,0.0034,-0.0007,0.0001,0.0751,-0.0269,0.0,2025-03-25 15:25:25
525.0,37.49,1.1508831518554685,1.0,0.01,0.5625043750000001,109.0,37.5,0.9366,0.0036,3.7411,-2.2196,0.0036,-0.001,0.0002,0.1057,-0.0296,0.0001,2025-03-25 15:25:25
530.0,43.51,1.001958115234375,2.0,0.01,0.500005,539.0,43.519999999999996,0.9411,0.0039,3.5289,-1.8358,0.0029,-0.001,0.0002,0.0997,-0.0248,0.0,2025-03-25 15:25:25
535.0,39.26,0.9321295849609376,19.0,0.01,0.48438015625,817.0,39.269999999999996,0.9313,0.0047,3.981,-1.9232,0.0031,-0.0024,0.0005,0.2225,-0.0537,0.0001,2025-03-25 15:25:25
538.0,31.03,0.8798840136718749,10.0,0.02,0.445318046875,10851.0,31.05,0.9264,0.0053,4.1972,-1.9143,0.0031,-0.0023,0.0005,0.219,-0.0486,0.0001,2025-03-25 15:25:25
539.0,37.01,0.8608412353515625,186.0,0.01,0.437505625,94.0,37.019999999999996,0.9249,0.0055,4.2593,-1.9011,0.0031,-0.0026,0.0006,0.2389,-0.0521,0.0001,2025-03-25 15:25:25
540.0,35.53,0.850587431640625,14.0,0.01,0.42188078125,28.0,35.54,0.9214,0.0057,4.4128,-1.9444,0.0031,-0.0024,0.0006,0.2266,-0.0476,0.0001,2025-03-25 15:25:25
541.0,31.6,0.6210975390625001,1.0,0.01,0.414068359375,431.0,31.610000000000003,0.969,0.0037,2.1049,-0.7253,0.001,-0.0027,0.0007,0.2483,-0.0512,0.0001,2025-03-25 15:25:25
542.0,28.5,0.8007832421875,1.0,0.01,0.398443515625,8.0,28.51,0.9209,0.0061,4.4311,-1.8421,0.003,-0.0025,0.0007,0.2349,-0.0466,0.0001,2025-03-25 15:25:25
543.0,19.17,0.5986368261718751,22.0,0.01,0.39063109375,527.0,19.180000000000003,0.9654,0.0043,2.3035,-0.7611,0.0011,-0.0028,0.0007,0.2586,-0.0503,0.0001,2025-03-25 15:25:25
544.0,30.04,0.5820354296875,5.0,0.01,0.37500625,420.0,30.05,0.9646,0.0045,2.3433,-0.7536,0.0011,-0.0026,0.0007,0.244,-0.0455,0.0001,2025-03-25 15:25:25
545.0,28.15,0.7358424853515625,1.0,0.01,0.367193828125,22.0,28.16,0.9176,0.0069,4.5717,-1.7501,0.0028,-0.0029,0.0008,0.2701,-0.0494,0.0001,2025-03-25 15:25:25
546.0,16.29,0.5419967675781252,5.0,0.01,0.35547519531249994,684.0,16.3,0.9648,0.0048,2.3349,-0.7047,0.001,-0.003,0.0009,0.2764,-0.0489,0.0001,2025-03-25 15:25:25
547.0,24.77,0.5293015820312501,1.0,0.01,0.3437565625,1.0,24.78,0.9629,0.0051,2.4349,-0.7164,0.001,-0.0031,0.0009,0.283,-0.0484,0.0001,2025-03-25 15:25:25
548.0,26.6,0.5097705273437501,1.0,0.01,0.3320379296875,1.0,26.610000000000003,0.9628,0.0053,2.4396,-0.6939,0.0009,-0.0032,0.001,0.2902,-0.0479,0.0001,2025-03-25 15:25:25
549.0,23.66,0.6435582519531251,2.0,0.01,0.32031929687499994,35.0,23.67,0.914,0.0081,4.7195,-1.587,0.0025,-0.0033,0.001,0.2978,-0.0474,0.0001,2025-03-25 15:25:25
550.0,24.74,0.6381872119140625,1.0,0.01,0.3086006640625,186.0,24.75,0.907,0.0087,5.0021,-1.664,0.0027,-0.0034,0.0011,0.306,-0.047,0.0001,2025-03-25 15:25:25
551.0,22.28,0.610599597167969,3.0,0.01,0.29688203124999996,16.0,22.290000000000003,0.9073,0.009,4.9926,-1.5923,0.0025,-0.0035,0.0012,0.3149,-0.0465,0.0001,2025-03-25 15:25:25
552.0,23.0,0.6135292553710938,10.0,0.01,0.28516339843749994,51.0,23.01,0.8964,0.0098,5.4136,-1.728,0.0028,-0.0036,0.0013,0.3246,-0.046,0.0001,2025-03-25 15:25:25
553.0,20.96,0.43506424316406256,4.0,0.01,0.273444765625,55.0,20.970000000000002,0.9543,0.0073,2.8853,-0.6998,0.001,-0.0037,0.0014,0.3352,-0.0455,0.0001,2025-03-25 15:25:25
554.0,21.33,0.411138701171875,8.0,0.01,0.2617261328125,12.0,21.34,0.9555,0.0076,2.8224,-0.6526,0.0009,-0.0039,0.0015,0.3468,-0.0451,0.0001,2025-03-25 15:25:25
555.0,20.8,1.0000000000000003e-05,53.0,0.01,0.2500075,786.0,20.810000000000002,1.0,0.0,0.0,-0.076,-0.0001,-0.004,0.0016,0.3596,-0.0446,0.0001,2025-03-25 15:25:25
556.0,18.79,1.0000000000000003e-05,14.0,0.01,0.23828886718749998,115.0,18.8,1.0,0.0,0.0,-0.0762,-0.0001,-0.0042,0.0017,0.3738,-0.0442,0.0001,2025-03-25 15:25:25
557.0,17.47,1.0000000000000003e-05,8.0,0.01,0.22657023437499998,554.0,17.48,1.0,0.0,0.0,-0.0763,-0.0001,-0.0044,0.0019,0.3898,-0.0438,0.0001,2025-03-25 15:25:25
558.0,16.36,1.0000000000000003e-05,125.0,0.01,0.2148516015625,380.0,16.37,1.0,0.0,0.0,-0.0764,-0.0001,-0.0047,0.0021,0.4078,-0.0434,0.0001,2025-03-25 15:25:25
559.0,15.0,1.0000000000000003e-05,94.0,0.01,0.20313296874999998,8622.0,15.01,1.0,0.0,0.0,-0.0766,-0.0001,-0.0049,0.0023,0.4284,-0.0431,0.0001,2025-03-25 15:25:25
560.0,14.32,1.0000000000000003e-05,88.0,0.01,0.1914143359375,6132.0,14.33,1.0,0.0,0.0,-0.0767,-0.0001,-0.0052,0.0026,0.4521,-0.0429,0.0001,2025-03-25 15:25:25
561.0,13.17,1.0000000000000003e-05,22.0,0.01,0.179695703125,3586.0,13.18,1.0,0.0,0.0,-0.0768,-0.0001,-0.0056,0.003,0.4798,-0.0427,0.0001,2025-03-25 15:25:25
562.0,12.16,1.0000000000000003e-05,407.0,0.01,0.16797707031250003,6963.0,12.17,1.0,0.0,0.0,-0.077,-0.0001,-0.006,0.0034,0.5126,-0.0426,0.0001,2025-03-25 15:25:25
563.0,11.08,1.0000000000000003e-05,142.0,0.01,0.1562584375,11469.0,11.09,1.0,0.0,0.0,-0.0771,-0.0001,-0.0065,0.0039,0.552,-0.0426,0.0001,2025-03-25 15:25:25
564.0,10.0,1.0000000000000003e-05,756.0,0.01,0.1445398046875,12536.0,10.01,1.0,0.0,0.0,-0.0772,-0.0001,-0.0072,0.0046,0.6003,-0.0428,0.0001,2025-03-25 15:25:25
565.0,9.1,1.0000000000000003e-05,320.0,0.01,0.13086806640624998,49366.0,9.11,1.0,0.0,0.0,-0.0774,-0.0001,-0.0073,0.0051,0.6058,-0.0391,0.0001,2025-03-25 15:25:25
566.0,7.95,1.0000000000000003e-05,383.0,0.01,0.1289149609375,36409.0,7.96,1.0,0.0,0.0,-0.0775,-0.0001,-0.0133,0.0088,1.0238,-0.0649,0.0001,2025-03-25 15:25:25
567.0,6.82,1.0000000000000003e-05,453.0,0.02,0.117196328125,22372.0,6.84,1.0,0.0,0.0,-0.0777,-0.0001,-0.0157,0.0112,1.1842,-0.0682,0.0001,2025-03-25 15:25:25
568.0,6.26,1.0000000000000003e-05,1472.0,0.01,0.10352458984374999,31900.0,6.27,1.0,0.0,0.0,-0.0778,-0.0001,-0.0174,0.0138,1.2944,-0.0656,0.0001,2025-03-25 15:25:25
569.0,5.06,1.0000000000000003e-05,2038.0,0.01,0.088876298828125,47518.0,5.069999999999999,1.0,0.0,0.0,-0.0779,-0.0001,-0.0188,0.0172,1.3817,-0.0599,0.0001,2025-03-25 15:25:25
570.0,4.1,1.0000000000000003e-05,5635.0,0.02,0.08008732421875,129515.0,4.119999999999999,1.0,0.0,0.0,-0.0781,-0.0001,-0.0295,0.0279,2.0189,-0.0785,0.0001,2025-03-25 15:25:25
571.0,3.15,1.0000000000000003e-05,4473.0,0.03,0.06836869140625002,158531.0,3.1799999999999997,1.0,0.0,0.0,-0.0782,-0.0001,-0.0426,0.0441,2.7283,-0.0899,0.0002,2025-03-25 15:25:25
572.0,2.14,1.0000000000000003e-05,13864.0,0.07,0.06153282226562501,172834.0,2.21,1.0,0.0,0.0,-0.0783,-0.0001,-0.0856,0.0845,4.7028,-0.1379,0.0002,2025-03-25 15:25:25
573.0,1.26,1.0000000000000003e-05,48872.0,0.2,0.058359025878906255,247637.0,1.46,1.0,0.0,0.0,-0.0785,-0.0001,-0.1919,0.1556,8.2094,-0.2244,0.0004,2025-03-25 15:25:25
